id_venta,fecha_venta,producto,cantidad,precio_total,precio_unitario,rut,fecha_ingesta
440,2024-06-28,JOGGER SLIM FIT GREY,2,37000,18500,145559996,2026-04-27 14:59:47
441,2024-06-29,CAMISA DENIM WASHED BLACK,1,45000,45000,172224447,2026-04-27 14:59:47
442,2024-06-29,TOP DEPORTIVO MESH GREY,2,26000,13000,208881118,2026-04-27 14:59:47
443,2024-06-30,ZAPATILLAS STREET PRO BLACK,1,98000,98000,134442229,2026-04-27 14:59:47
444,2024-06-30,CALCETINES PACK STREET WHITE,3,15000,5000,169997771,2026-04-27 14:59:47
445,2024-07-01,CINTURÓN TACTICAL CLIP GREY,2,18000,9000,191113332,2026-04-27 14:59:47
446,2024-07-01,POLERA OVERSIZE STREET GREY,2,35000,17500,127778883,2026-04-27 14:59:47
447,2024-07-02,HOODIE STREETWEAR BASIC,1,43000,43000,153334444,2026-04-27 14:59:47
448,2024-07-02,PANTALÓN CARGO URBAN BLACK,1,52000,52000,189990005,2026-04-27 14:59:47
449,2024-07-03,CHAQUETA DENIM RAW GREY,1,61000,61000,212225556,2026-04-27 14:59:47
450,2024-07-03,SHORT DEPORTIVO PRO BLACK,2,25000,12500,140001117,2026-04-27 14:59:47
451,2024-07-04,GORRO BEANIE ESSENTIAL BLACK,2,22000,11000,176667778,2026-04-27 14:59:47
452,2024-07-04,MOCHILA TECHWEAR URBAN GREY,1,75000,75000,203332229,2026-04-27 14:59:47
453,2024-07-05,BOLSO CROSSBODY MINI BLACK,1,29000,29000,131114440,2026-04-27 14:59:47
454,2024-07-05,POLERÓN ZIP STREET BLACK,1,45000,45000,168889991,2026-04-27 14:59:47
455,2024-07-06,JOGGER FIT RELAX BLACK,2,39000,19500,195553332,2026-04-27 14:59:47
456,2024-07-06,CAMISA OVERSHIRT BLACK,1,42000,42000,123337773,2026-04-27 14:59:47
457,2024-07-07,TOP DEPORTIVO FIT GREY,2,27000,13500,159992224,2026-04-27 14:59:47
458,2024-07-07,ZAPATILLAS URBAN STREET GREY,1,97000,97000,187776665,2026-04-27 14:59:47
459,2024-07-08,CALCETINES PACK SPORT GREY,3,15000,5000,214441116,2026-04-27 14:59:47
460,2024-07-08,CINTURÓN CANVAS BLACK,2,16000,8000,141115557,2026-04-27 14:59:47
461,2024-07-09,POLERA GRAPHIC URBAN GREY,2,33000,16500,178889998,2026-04-27 14:59:47
462,2024-07-09,HOODIE ESSENTIAL GREY,1,44000,44000,205553339,2026-04-27 14:59:47
463,2024-07-10,PANTALÓN JOGGER STREET GREY,1,37000,37000,132227770,2026-04-27 14:59:47
464,2024-07-10,CHAQUETA WINDBREAKER GREY,1,49000,49000,169991111,2026-04-27 14:59:47
465,2024-07-11,SHORT RUNNING BLACK,2,24000,12000,196665552,2026-04-27 14:59:47
466,2024-07-11,GORRO BUCKET GREY,1,17000,17000,124449993,2026-04-27 14:59:47
467,2024-07-12,MOCHILA STREET TACTICAL BLACK,1,71000,71000,151114444,2026-04-27 14:59:47
468,2024-07-12,BOLSO GYM COMPACT GREY,1,34000,34000,188888885,2026-04-27 14:59:47
469,2024-07-13,POLERÓN OVERSIZE GREY,1,43000,43000,215553336,2026-04-27 14:59:47
470,2024-07-13,JOGGER SLIM GREY,2,36000,18000,142227777,2026-04-27 14:59:47
471,2024-07-14,CAMISA DENIM GREY,1,44000,44000,179991118,2026-04-27 14:59:47
472,2024-07-14,TOP DEPORTIVO SEAMLESS GREY,2,26000,13000,206665559,2026-04-27 14:59:47
473,2024-07-15,ZAPATILLAS URBAN GREY PRO,1,96000,96000,133339990,2026-04-27 14:59:47
474,2024-07-15,CALCETINES PACK BASIC,3,14000,4666,161113331,2026-04-27 14:59:47
475,2024-07-16,CINTURÓN TACTICAL GREY,2,17000,8500,198887772,2026-04-27 14:59:47
476,2024-07-16,POLERA OVERSIZE MINIMAL GREY,2,34000,17000,125551113,2026-04-27 14:59:47
477,2024-07-17,HOODIE STREET MINIMAL BLACK,1,42000,42000,152225554,2026-04-27 14:59:47
478,2024-07-17,PANTALÓN CARGO TACTICAL GREY,1,51000,51000,189999995,2026-04-27 14:59:47
479,2024-07-18,CHAQUETA DENIM URBAN GREY,1,60000,60000,216664446,2026-04-27 14:59:47
480,2024-07-18,SHORT DEPORTIVO TRAINING GREY,2,25000,12500,143338887,2026-04-27 14:59:47
481,2024-07-19,GORRO BEANIE GREY,2,21000,10500,170002228,2026-04-27 14:59:47
482,2024-07-19,MOCHILA TECHWEAR BLACK,1,73000,73000,207776669,2026-04-27 14:59:47
483,2024-07-20,BOLSO CROSSBODY GREY,1,30000,30000,134441110,2026-04-27 14:59:47
484,2024-07-20,POLERÓN ZIP BASIC GREY,1,44000,44000,161115551,2026-04-27 14:59:47
485,2024-07-21,JOGGER FIT GREY,2,38000,19000,198889992,2026-04-27 14:59:47
486,2024-07-21,CAMISA OVERSHIRT GREY,1,42000,42000,125554443,2026-04-27 14:59:47
487,2024-07-22,TOP DEPORTIVO GREY,2,26000,13000,152228884,2026-04-27 14:59:47
488,2024-07-22,ZAPATILLAS URBAN GREY MAX,1,95000,95000,189992225,2026-04-27 14:59:47
489,2024-07-23,CALCETINES PACK GREY,3,14000,4666,216666666,2026-04-27 14:59:47
490,2024-07-23,CINTURÓN CANVAS GREY,2,16000,8000,143331117,2026-04-27 14:59:47
491,2024-07-24,POLERA GRAPHIC GREY,2,32000,16000,170005558,2026-04-27 14:59:47
492,2024-07-24,HOODIE ESSENTIAL BLACK,1,43000,43000,207779999,2026-04-27 14:59:47
493,2024-07-25,PANTALÓN JOGGER BLACK,1,37000,37000,134444440,2026-04-27 14:59:47
494,2024-07-25,CHAQUETA WINDBREAKER BLACK,1,48000,48000,161118881,2026-04-27 14:59:47
495,2024-07-26,SHORT RUNNING GREY,2,23000,11500,198882222,2026-04-27 14:59:47
496,2024-07-26,GORRO BUCKET BLACK,1,17000,17000,125556663,2026-04-27 14:59:47
497,2024-07-27,MOCHILA TACTICAL BLACK,1,70000,70000,152221114,2026-04-27 14:59:47
498,2024-07-27,BOLSO GYM BLACK,1,33000,33000,189995555,2026-04-27 14:59:47
499,2024-07-28,POLERÓN OVERSIZE BLACK,1,42000,42000,216669996,2026-04-27 14:59:47
500,2024-07-28,JOGGER SLIM BLACK,2,36000,18000,143334447,2026-04-27 14:59:47
V-ERR12,2024-01-01,SHORTS MESH,10,120000,12000,999999999,2026-04-27 14:59:47
V-ERR35,2024-05-25,CHALECO KNIT,1,45000,45000,186667778,2026-04-27 14:59:47
V-ERR38,2024-04-14,SUDADERA HALF-ZIP,1,40000,40000,16444555K,2026-04-27 14:59:47
V-ERR40,2024-12-24,BOLSO DE CINTURA,1,22000,22000,110001112,2026-04-27 14:59:47
V-ERR41,2024-05-01,SANDALIAS SLIDE,1,20000,20000,143334445,2026-04-27 14:59:47
V-ERR44,2024-06-06,PARAGUAS HANGYODON,1,12000,12000,122223334,2026-04-27 14:59:47
V-ERR46,2024-01-10,BERMUDA DENIM,1,34000,34000,188889990,2026-04-27 14:59:47
